Date,Time,Consumption
1/1/2007,1:49:00,0.009054614
1/1/2007,1:50:00,0.008916647
1/1/2007,1:51:00,0.009090715
1/1/2007,1:52:00,0.009264337
1/1/2007,1:53:00,0.008496324
1/1/2007,1:54:00,0.008429878
1/1/2007,1:55:00,0.00836044
1/1/2007,1:56:00,0.00842146
1/1/2007,1:57:00,0.00861289
1/1/2007,1:58:00,0.008906586
1/1/2007,1:59:00,0.008801556
1/1/2007,2:00:00,0.008754166
1/1/2007,2:01:00,0.008731564
1/1/2007,2:02:00,0.008693863
1/1/2007,2:03:00,0.00870647
1/1/2007,2:04:00,0.00873524
1/1/2007,2:05:00,0.008710079
1/1/2007,2:06:00,0.009172425
1/1/2007,2:07:00,0.008595745
1/1/2007,2:08:00,0.009177613
1/1/2007,2:09:00,0.008849116
1/1/2007,2:10:00,0.008743895
1/1/2007,2:11:00,0.008400221
1/1/2007,2:12:00,0.008771534
1/1/2007,2:13:00,0.008403274
1/1/2007,2:14:00,0.008488161
1/1/2007,2:15:00,0.009310942
1/1/2007,2:16:00,0.009402082
1/1/2007,2:17:00,0.008824876
1/1/2007,2:18:00,0.009582297
1/1/2007,2:19:00,0.00959167
1/1/2007,2:20:00,0.009237775
1/1/2007,2:21:00,0.009420192
1/1/2007,2:22:00,0.009500039
1/1/2007,2:23:00,0.009291849
1/1/2007,2:24:00,0.009349486
1/1/2007,2:25:00,0.008848803
1/1/2007,2:26:00,0.009379097
1/1/2007,2:27:00,0.009373985
1/1/2007,2:28:00,0.008766291
1/1/2007,2:29:00,0.008791985
1/1/2007,2:30:00,0.008391822
1/1/2007,2:31:00,0.008718688
1/1/2007,2:32:00,0.009223259
1/1/2007,2:33:00,0.00875942
1/1/2007,2:34:00,0.009363664
1/1/2007,2:35:00,0.008911966
1/1/2007,2:36:00,0.009320564
1/1/2007,2:37:00,0.008374342
1/1/2007,2:38:00,0.008941791
1/1/2007,2:39:00,0.008439218
1/1/2007,2:40:00,0.009450105
1/1/2007,2:41:00,0.009390365
1/1/2007,2:42:00,0.009146526
1/1/2007,2:43:00,0.009283948
1/1/2007,2:44:00,0.00874322
1/1/2007,2:45:00,0.009488758
1/1/2007,2:46:00,0.009689455
1/1/2007,2:47:00,0.009157557
1/1/2007,2:48:00,0.009432955
1/1/2007,2:49:00,0.009506571
1/1/2007,2:50:00,0.008885415
1/1/2007,2:51:00,0.009102876
1/1/2007,2:52:00,0.009453113
1/1/2007,2:53:00,0.009252787
1/1/2007,2:54:00,0.008988692
1/1/2007,2:55:00,0.009437857
1/1/2007,2:56:00,0.009605296
1/1/2007,2:57:00,0.009036987
1/1/2007,2:58:00,0.00939204
1/1/2007,2:59:00,0.009643986
1/1/2007,3:00:00,0.009043223
1/1/2007,3:01:00,0.009525323
1/1/2007,3:02:00,0.009636102
1/1/2007,3:03:00,0.009250365
1/1/2007,3:04:00,0.00921739
1/1/2007,3:05:00,0.009264829
1/1/2007,3:06:00,0.008953752
1/1/2007,3:07:00,0.009470138
1/1/2007,3:08:00,0.009396955
1/1/2007,3:09:00,0.009299663
1/1/2007,3:10:00,0.009280661
1/1/2007,3:11:00,0.009489158
1/1/2007,3:12:00,0.008866001
1/1/2007,3:13:00,0.00866655
1/1/2007,3:14:00,0.009107797
1/1/2007,3:15:00,0.008820232
1/1/2007,3:16:00,0.009060076
1/1/2007,3:17:00,0.008746516
1/1/2007,3:18:00,0.008732964
1/1/2007,3:19:00,0.010128321
1/1/2007,3:20:00,0.009491456
1/1/2007,3:21:00,0.009618133
1/1/2007,3:22:00,0.009080994
1/1/2007,3:23:00,0.008860778
1/1/2007,3:24:00,0.008551066
1/1/2007,3:25:00,0.008916825
1/1/2007,3:26:00,0.009165653
1/1/2007,3:27:00,0.008490298
1/1/2007,3:28:00,0.008493609
1/1/2007,3:29:00,0.008453343
1/1/2007,3:30:00,0.009194359
1/1/2007,3:31:00,0.008704763
1/1/2007,3:32:00,0.008702421
1/1/2007,3:33:00,0.008901654
1/1/2007,3:34:00,0.00889363
1/1/2007,3:35:00,0.008980633
1/1/2007,3:36:00,0.009020904
1/1/2007,3:37:00,0.008767218
1/1/2007,3:38:00,0.009161771
1/1/2007,3:39:00,0.009354695
1/1/2007,3:40:00,0.008686052
1/1/2007,3:41:00,0.008705771
1/1/2007,3:42:00,0.008869756
1/1/2007,3:43:00,0.008730151
1/1/2007,3:44:00,0.00852714
1/1/2007,3:45:00,0.009048192
1/1/2007,3:46:00,0.008288489
1/1/2007,3:47:00,0.008980818
1/1/2007,3:48:00,0.008734251
1/1/2007,3:49:00,0.008886411
1/1/2007,3:50:00,0.008314698
1/1/2007,3:51:00,0.008908871
1/1/2007,3:52:00,0.008396839
1/1/2007,3:53:00,0.008955954
1/1/2007,3:54:00,0.008606556
1/1/2007,3:55:00,0.008234228
1/1/2007,3:56:00,0.008521966
1/1/2007,3:57:00,0.008146736
1/1/2007,3:58:00,0.008241379
1/1/2007,3:59:00,0.008205709
1/1/2007,4:00:00,0.008534756
1/1/2007,4:01:00,0.008727291
1/1/2007,4:02:00,0.008656896
1/1/2007,4:03:00,0.009117366
1/1/2007,4:04:00,0.008735088
1/1/2007,4:05:00,0.008431033
1/1/2007,4:06:00,0.009080323
1/1/2007,4:07:00,0.008367634
1/1/2007,4:08:00,0.008606006
1/1/2007,4:09:00,0.008985106
1/1/2007,4:10:00,0.008958845
1/1/2007,4:11:00,0.008972405
1/1/2007,4:12:00,0.008488557
1/1/2007,4:13:00,0.00842337
1/1/2007,4:14:00,0.008789563
1/1/2007,4:15:00,0.008532821
1/1/2007,4:16:00,0.009059045
1/1/2007,4:17:00,0.008763223
1/1/2007,4:18:00,0.008566205
1/1/2007,4:19:00,0.008626771
1/1/2007,4:20:00,0.008527858
1/1/2007,4:21:00,0.009141226
1/1/2007,4:22:00,0.008531826
1/1/2007,4:23:00,0.008717438
1/1/2007,4:24:00,0.008580397
1/1/2007,4:25:00,0.008899486
1/1/2007,4:26:00,0.008029334
1/1/2007,4:27:00,0.008608773
1/1/2007,4:28:00,0.008590855
1/1/2007,4:29:00,0.008298465
1/1/2007,4:30:00,0.008122777
1/1/2007,4:31:00,0.008586416
1/1/2007,4:32:00,0.008224948
1/1/2007,4:33:00,0.008815518
1/1/2007,4:34:00,0.008948758
1/1/2007,4:35:00,0.008441487
1/1/2007,4:36:00,0.008238302
1/1/2007,4:37:00,0.008142007
1/1/2007,4:38:00,0.008820335
1/1/2007,4:39:00,0.00894155
1/1/2007,4:40:00,0.008289506
1/1/2007,4:41:00,0.00835133
1/1/2007,4:42:00,0.008884663
1/1/2007,4:43:00,0.009105393
1/1/2007,4:44:00,0.00839542
1/1/2007,4:45:00,0.008495295
1/1/2007,4:46:00,0.009080783
1/1/2007,4:47:00,0.008675883
1/1/2007,4:48:00,0.009100579
1/1/2007,4:49:00,0.009187202
1/1/2007,4:50:00,0.008519944
1/1/2007,4:51:00,0.008948609
1/1/2007,4:52:00,0.00870146
1/1/2007,4:53:00,0.009140087
1/1/2007,4:54:00,0.008962606
1/1/2007,4:55:00,0.008875191
1/1/2007,4:56:00,0.009290342
1/1/2007,4:57:00,0.009243482
1/1/2007,4:58:00,0.008617064
1/1/2007,4:59:00,0.008653009
1/1/2007,5:00:00,0.008801339
1/1/2007,5:01:00,0.008973295
1/1/2007,5:02:00,0.008602469
1/1/2007,5:03:00,0.008739914
1/1/2007,5:04:00,0.008485487
1/1/2007,5:05:00,0.008323179
1/1/2007,5:06:00,0.008772524
1/1/2007,5:07:00,0.008757066
1/1/2007,5:08:00,0.008654251
1/1/2007,5:09:00,0.009105182
1/1/2007,5:10:00,0.009205777
1/1/2007,5:11:00,0.008770857
1/1/2007,5:12:00,0.008946327
1/1/2007,5:13:00,0.009136439
1/1/2007,5:14:00,0.008699382
1/1/2007,5:15:00,0.008619104
1/1/2007,5:16:00,0.008362987
1/1/2007,5:17:00,0.008465508
1/1/2007,5:18:00,0.00895021
1/1/2007,5:19:00,0.008313102
1/1/2007,5:20:00,0.008651804
1/1/2007,5:21:00,0.008695351
1/1/2007,5:22:00,0.008596394
1/1/2007,5:23:00,0.008858119
1/1/2007,5:24:00,0.009536869
1/1/2007,5:25:00,0.009232189
1/1/2007,5:26:00,0.009224315
1/1/2007,5:27:00,0.008972808
1/1/2007,5:28:00,0.009542842
1/1/2007,5:29:00,0.009134315
1/1/2007,5:30:00,0.009340637
1/1/2007,5:31:00,0.008873559
1/1/2007,5:32:00,0.008944522
1/1/2007,5:33:00,0.008954423
1/1/2007,5:34:00,0.009204312
1/1/2007,5:35:00,0.008799366
1/1/2007,5:36:00,0.008682383
1/1/2007,5:37:00,0.008564392
1/1/2007,5:38:00,0.008650823
1/1/2007,5:39:00,0.008115487
1/1/2007,5:40:00,0.008833933
1/1/2007,5:41:00,0.008854508
1/1/2007,5:42:00,0.008295067
1/1/2007,5:43:00,0.008122812
1/1/2007,5:44:00,0.008187285
1/1/2007,5:45:00,0.008715844
1/1/2007,5:46:00,0.008286336
1/1/2007,5:47:00,0.008589763
1/1/2007,5:48:00,0.008928034
1/1/2007,5:49:00,0.008718307
1/1/2007,5:50:00,0.008445021
1/1/2007,5:51:00,0.008891735
1/1/2007,5:52:00,0.008615978
1/1/2007,5:53:00,0.008749139
1/1/2007,5:54:00,0.008284275
1/1/2007,5:55:00,0.008100962
1/1/2007,5:56:00,0.008820803
1/1/2007,5:57:00,0.008620735
1/1/2007,5:58:00,0.008228678
1/1/2007,5:59:00,0.008034061
1/1/2007,6:00:00,0.008956831
1/1/2007,6:01:00,0.008708876
1/1/2007,6:02:00,0.008703799
1/1/2007,6:03:00,0.009123254
1/1/2007,6:04:00,0.009070885
1/1/2007,6:05:00,0.009301973
1/1/2007,6:06:00,0.008586723
1/1/2007,6:07:00,0.00912669
1/1/2007,6:08:00,0.009240565
1/1/2007,6:09:00,0.008925296
1/1/2007,6:10:00,0.008865127
1/1/2007,6:11:00,0.009358738
1/1/2007,6:12:00,0.009282661
1/1/2007,6:13:00,0.008651664
1/1/2007,6:14:00,0.007963688
1/1/2007,6:15:00,0.00847172
1/1/2007,6:16:00,0.008477358
1/1/2007,6:17:00,0.008407913
1/1/2007,6:18:00,0.00837258
1/1/2007,6:19:00,0.008949091
1/1/2007,6:20:00,0.00845538
1/1/2007,6:21:00,0.008113239
1/1/2007,6:22:00,0.008682049
1/1/2007,6:23:00,0.008176042
1/1/2007,6:24:00,0.008370687
1/1/2007,6:25:00,0.00842905
1/1/2007,6:26:00,0.008259295
1/1/2007,6:27:00,0.008549998
1/1/2007,6:28:00,0.008910873
1/1/2007,6:29:00,0.008070397
1/1/2007,6:30:00,0.008933993
1/1/2007,6:31:00,0.008950555
1/1/2007,6:32:00,0.008635472
1/1/2007,6:33:00,0.00877381
1/1/2007,6:34:00,0.008778089
1/1/2007,6:35:00,0.008132965
1/1/2007,6:36:00,0.008662254
1/1/2007,6:37:00,0.008714227
1/1/2007,6:38:00,0.008479469
1/1/2007,6:39:00,0.009135587
1/1/2007,6:40:00,0.009024507
1/1/2007,6:41:00,0.008578648
1/1/2007,6:42:00,0.008797961
1/1/2007,6:43:00,0.008969089
1/1/2007,6:44:00,0.008620774
1/1/2007,6:45:00,0.008525921
1/1/2007,6:46:00,0.008920355
1/1/2007,6:47:00,0.008697608
1/1/2007,6:48:00,0.00879694
1/1/2007,6:49:00,0.009320777
1/1/2007,6:50:00,0.008711447
1/1/2007,6:51:00,0.00923417
1/1/2007,6:52:00,0.008895475
1/1/2007,6:53:00,0.008285961
1/1/2007,6:54:00,0.008933758
1/1/2007,6:55:00,0.008790828
1/1/2007,6:56:00,0.008883026
1/1/2007,6:57:00,0.0082375
1/1/2007,6:58:00,0.008355232
1/1/2007,6:59:00,0.008508478
1/1/2007,7:00:00,0.008438592
1/1/2007,7:01:00,0.008415331
1/1/2007,7:02:00,0.008455561
1/1/2007,7:03:00,0.008221812
1/1/2007,7:04:00,0.007942578
1/1/2007,7:05:00,0.008114175
1/1/2007,7:06:00,0.008361119
1/1/2007,7:07:00,0.008544478
1/1/2007,7:08:00,0.008678077
1/1/2007,7:09:00,0.008601575
1/1/2007,7:10:00,0.008432042
1/1/2007,7:11:00,0.008165828
1/1/2007,7:12:00,0.008736665
1/1/2007,7:13:00,0.008093686
1/1/2007,7:14:00,0.008143009
1/1/2007,7:15:00,0.008512844
1/1/2007,7:16:00,0.008361475
1/1/2007,7:17:00,0.008555616
1/1/2007,7:18:00,0.009117584
1/1/2007,7:19:00,0.00899345
1/1/2007,7:20:00,0.008883468
1/1/2007,7:21:00,0.008561042
1/1/2007,7:22:00,0.008421712
1/1/2007,7:23:00,0.008718289
1/1/2007,7:24:00,0.008257655
1/1/2007,7:25:00,0.008815986
1/1/2007,7:26:00,0.008283467
1/1/2007,7:27:00,0.008840135
1/1/2007,7:28:00,0.008827592
1/1/2007,7:29:00,0.008950519
1/1/2007,7:30:00,0.008542613
1/1/2007,7:31:00,0.008143305
1/1/2007,7:32:00,0.008664211
1/1/2007,7:33:00,0.008387049
1/1/2007,7:34:00,0.008628903
1/1/2007,7:35:00,0.008537116
1/1/2007,7:36:00,0.008911504
1/1/2007,7:37:00,0.008572322
1/1/2007,7:38:00,0.008196008
1/1/2007,7:39:00,0.00854582
1/1/2007,7:40:00,0.008750217
1/1/2007,7:41:00,0.008957092
1/1/2007,7:42:00,0.008957469
1/1/2007,7:43:00,0.008536034
1/1/2007,7:44:00,0.00818868
1/1/2007,7:45:00,0.00892765
1/1/2007,7:46:00,0.008161231
1/1/2007,7:47:00,0.008789338
1/1/2007,7:48:00,0.008792122
1/1/2007,7:49:00,0.008639962
1/1/2007,7:50:00,0.008566179
1/1/2007,7:51:00,0.008605169
1/1/2007,7:52:00,0.008604044
1/1/2007,7:53:00,0.008859182
1/1/2007,7:54:00,0.009314841
1/1/2007,7:55:00,0.008506974
1/1/2007,7:56:00,0.008756153
1/1/2007,7:57:00,0.008466226
1/1/2007,7:58:00,0.008801221
1/1/2007,7:59:00,0.008443075
1/1/2007,8:00:00,0.008748048
1/1/2007,8:01:00,0.008427511
1/1/2007,8:02:00,0.009242648
1/1/2007,8:03:00,0.008655203
1/1/2007,8:04:00,0.008548507
1/1/2007,8:05:00,0.008923425
1/1/2007,8:06:00,0.008297487
1/1/2007,8:07:00,0.008171001
1/1/2007,8:08:00,0.008856147
1/1/2007,8:09:00,0.008428524
1/1/2007,8:10:00,0.008198224
1/1/2007,8:11:00,0.009070235
1/1/2007,8:12:00,0.008253602
1/1/2007,8:13:00,0.008241904
1/1/2007,8:14:00,0.008550665
1/1/2007,8:15:00,0.008658967
1/1/2007,8:16:00,0.008602548
1/1/2007,8:17:00,0.008196713
1/1/2007,8:18:00,0.008688656
1/1/2007,8:19:00,0.00863174
1/1/2007,8:20:00,0.008119224
1/1/2007,8:21:00,0.008750304
1/1/2007,8:22:00,0.00813239
1/1/2007,8:23:00,0.007991965
1/1/2007,8:24:00,0.008809285
1/1/2007,8:25:00,0.008198457
1/1/2007,8:26:00,0.008614002
1/1/2007,8:27:00,0.008558878
1/1/2007,8:28:00,0.008825169
1/1/2007,8:29:00,0.008547978
1/1/2007,8:30:00,0.00864847
1/1/2007,8:31:00,0.008566135
1/1/2007,8:32:00,0.008848249
1/1/2007,8:33:00,0.008797702
1/1/2007,8:34:00,0.008746645
1/1/2007,8:35:00,0.008795697
1/1/2007,8:36:00,0.008343271
1/1/2007,8:37:00,0.008901682
1/1/2007,8:38:00,0.008443728
1/1/2007,8:39:00,0.008240812
1/1/2007,8:40:00,0.00899947
1/1/2007,8:41:00,0.008926705
1/1/2007,8:42:00,0.008457884
1/1/2007,8:43:00,0.009205299
1/1/2007,8:44:00,0.008733014
1/1/2007,8:45:00,0.008639666
1/1/2007,8:46:00,0.008655287
1/1/2007,8:47:00,0.007973143
1/1/2007,8:48:00,0.008575158
1/1/2007,8:49:00,0.008770945
1/1/2007,8:50:00,0.009012445
1/1/2007,8:51:00,0.009151986
1/1/2007,8:52:00,0.008525559
1/1/2007,8:53:00,0.008603156
1/1/2007,8:54:00,0.008793723
1/1/2007,8:55:00,0.00839366
1/1/2007,8:56:00,0.008272889
1/1/2007,8:57:00,0.008400275
1/1/2007,8:58:00,0.008071007
1/1/2007,8:59:00,0.008006124
1/1/2007,9:00:00,0.008740259
1/1/2007,9:01:00,0.007992399
1/1/2007,9:02:00,0.00866358
1/1/2007,9:03:00,0.00825122
1/1/2007,9:04:00,0.008733604
1/1/2007,9:05:00,0.008164569
1/1/2007,9:06:00,0.008168498
1/1/2007,9:07:00,0.008195882
1/1/2007,9:08:00,0.008238218
1/1/2007,9:09:00,0.008272285
1/1/2007,9:10:00,0.008747834
1/1/2007,9:11:00,0.008688586
1/1/2007,9:12:00,0.009066394
1/1/2007,9:13:00,0.008571823
1/1/2007,9:14:00,0.008351414
1/1/2007,9:15:00,0.008730769
1/1/2007,9:16:00,0.00867284
1/1/2007,9:17:00,0.008837347
1/1/2007,9:18:00,0.008222591
1/1/2007,9:19:00,0.011765062
1/1/2007,9:20:00,0.01191716
1/1/2007,9:21:00,0.012030976
1/1/2007,9:22:00,0.011996485
1/1/2007,9:23:00,0.011395865
1/1/2007,9:24:00,0.011923163
1/1/2007,9:25:00,0.011661833
1/1/2007,9:26:00,0.011943478
1/1/2007,9:27:00,0.011562588
1/1/2007,9:28:00,0.011960879
1/1/2007,9:29:00,0.011903038
1/1/2007,9:30:00,0.012578956
1/1/2007,9:31:00,0.011922713
1/1/2007,9:32:00,0.01191188
1/1/2007,9:33:00,0.011730307
1/1/2007,9:34:00,0.011753717
1/1/2007,9:35:00,0.012524278
1/1/2007,9:36:00,0.012017349
1/1/2007,9:37:00,0.012422558
1/1/2007,9:38:00,0.012054068
1/1/2007,9:39:00,0.012167387
1/1/2007,9:40:00,0.011618361
1/1/2007,9:41:00,0.012412313
1/1/2007,9:42:00,0.012031943
1/1/2007,9:43:00,0.011700356
1/1/2007,9:44:00,0.011718406
1/1/2007,9:45:00,0.012164768
1/1/2007,9:46:00,0.011923287
1/1/2007,9:47:00,0.012226588
1/1/2007,9:48:00,0.012064332
1/1/2007,9:49:00,0.012572615
1/1/2007,9:50:00,0.012651857
1/1/2007,9:51:00,0.012356271
1/1/2007,9:52:00,0.012046962
1/1/2007,9:53:00,0.012112394
1/1/2007,9:54:00,0.012597961
1/1/2007,9:55:00,0.011746189
1/1/2007,9:56:00,0.012551752
1/1/2007,9:57:00,0.011895392
1/1/2007,9:58:00,0.011851046
1/1/2007,9:59:00,0.012037515
1/1/2007,10:00:00,0.011774176
1/1/2007,10:01:00,0.012355356
1/1/2007,10:02:00,0.012414899
1/1/2007,10:03:00,0.012544446
1/1/2007,10:04:00,0.012191075
1/1/2007,10:05:00,0.012168059
1/1/2007,10:06:00,0.012190957
1/1/2007,10:07:00,0.011691867
1/1/2007,10:08:00,0.010420801
1/1/2007,10:09:00,0.008653295
1/1/2007,10:10:00,0.00881673
1/1/2007,10:11:00,0.008873974
1/1/2007,10:12:00,0.008434911
1/1/2007,10:13:00,0.00852133
1/1/2007,10:14:00,0.008443789
1/1/2007,10:15:00,0.008842261
1/1/2007,10:16:00,0.008608858
1/1/2007,10:17:00,0.009013295
1/1/2007,10:18:00,0.009214688
1/1/2007,10:19:00,0.008379569
1/1/2007,10:20:00,0.007844552
1/1/2007,10:21:00,0.007754239
1/1/2007,10:22:00,0.007760295
1/1/2007,10:23:00,0.008160212
1/1/2007,10:24:00,0.008835332
1/1/2007,10:25:00,0.00865039
1/1/2007,10:26:00,0.00896807
1/1/2007,10:27:00,0.008849491
1/1/2007,10:28:00,0.008948849
1/1/2007,10:29:00,0.009609008
1/1/2007,10:30:00,0.008942692
1/1/2007,10:31:00,0.009155628
1/1/2007,10:32:00,0.009529609
1/1/2007,10:33:00,0.008931473
1/1/2007,10:34:00,0.009560022
1/1/2007,10:35:00,0.00914252
1/1/2007,10:36:00,0.009199796
1/1/2007,10:37:00,0.008801949
1/1/2007,10:38:00,0.008476077
1/1/2007,10:39:00,0.008593269
1/1/2007,10:40:00,0.008644195
1/1/2007,10:41:00,0.008808029
1/1/2007,10:42:00,0.008946486
1/1/2007,10:43:00,0.009211064
1/1/2007,10:44:00,0.008678872
1/1/2007,10:45:00,0.009312383
1/1/2007,10:46:00,0.009020277
1/1/2007,10:47:00,0.008866408
1/1/2007,10:48:00,0.009304372
1/1/2007,10:49:00,0.008877948
1/1/2007,10:50:00,0.009540626
1/1/2007,10:51:00,0.009014712
1/1/2007,10:52:00,0.009534857
1/1/2007,10:53:00,0.008700614
1/1/2007,10:54:00,0.008845917
1/1/2007,10:55:00,0.009106148
1/1/2007,10:56:00,0.008907127
1/1/2007,10:57:00,0.00841263
1/1/2007,10:58:00,0.009276608
1/1/2007,10:59:00,0.008527233
1/1/2007,11:00:00,0.009032782
1/1/2007,11:01:00,0.009440567
1/1/2007,11:02:00,0.008900311
1/1/2007,11:03:00,0.009341144
1/1/2007,11:04:00,0.009263178
1/1/2007,11:05:00,0.00901555
1/1/2007,11:06:00,0.009057985
1/1/2007,11:07:00,0.009489009
1/1/2007,11:08:00,0.009315986
1/1/2007,11:09:00,0.009421582
1/1/2007,11:10:00,0.009542972
1/1/2007,11:11:00,0.009161914
1/1/2007,11:12:00,0.009373839
1/1/2007,11:13:00,0.008853879
1/1/2007,11:14:00,0.009582245
1/1/2007,11:15:00,0.008919801
1/1/2007,11:16:00,0.009263673
1/1/2007,11:17:00,0.008989196
1/1/2007,11:18:00,0.008801297
1/1/2007,11:19:00,0.009042507
1/1/2007,11:20:00,0.009252251
1/1/2007,11:21:00,0.008669812
1/1/2007,11:22:00,0.009227008
1/1/2007,11:23:00,0.009058759
1/1/2007,11:24:00,0.008772639
1/1/2007,11:25:00,0.009132042
1/1/2007,11:26:00,0.009458018
1/1/2007,11:27:00,0.009046373
1/1/2007,11:28:00,0.009288017
1/1/2007,11:29:00,0.009355295
1/1/2007,11:30:00,0.009092787
1/1/2007,11:31:00,0.008738249
1/1/2007,11:32:00,0.009621479
1/1/2007,11:33:00,0.008685415
1/1/2007,11:34:00,0.008573068
1/1/2007,11:35:00,0.008695969
1/1/2007,11:36:00,0.008899733
1/1/2007,11:37:00,0.008494417
1/1/2007,11:38:00,0.008753567
1/1/2007,11:39:00,0.009430111
1/1/2007,11:40:00,0.009134758
1/1/2007,11:41:00,0.008982985
1/1/2007,11:42:00,0.009604579
1/1/2007,11:43:00,0.009187586
1/1/2007,11:44:00,0.009033828
1/1/2007,11:45:00,0.009119875
1/1/2007,11:46:00,0.009571107
1/1/2007,11:47:00,0.008910047
1/1/2007,11:48:00,0.009519758
1/1/2007,11:49:00,0.009238243
1/1/2007,11:50:00,0.009460929
1/1/2007,11:51:00,0.00904981
1/1/2007,11:52:00,0.009460333
1/1/2007,11:53:00,0.009242508
1/1/2007,11:54:00,0.00841787
1/1/2007,11:55:00,0.008690851
1/1/2007,11:56:00,0.00890567
1/1/2007,11:57:00,0.009050378
1/1/2007,11:58:00,0.009203201
1/1/2007,11:59:00,0.008796469
1/1/2007,12:00:00,0.008362382
1/1/2007,12:01:00,0.008872802
1/1/2007,12:02:00,0.008989214
1/1/2007,12:03:00,0.009180824
1/1/2007,12:04:00,0.008874011
1/1/2007,12:05:00,0.009186819
1/1/2007,12:06:00,0.009540704
1/1/2007,12:07:00,0.009171072
1/1/2007,12:08:00,0.009084259
1/1/2007,12:09:00,0.008664083
1/1/2007,12:10:00,0.008755302
1/1/2007,12:11:00,0.009447504
1/1/2007,12:12:00,0.009329117
1/1/2007,12:13:00,0.008892599
1/1/2007,12:14:00,0.008913442
