Date,Time,Global_active_power,Consumption
1/1/2007,2:26:00,2.598,0.00866
1/1/2007,2:27:00,2.584,0.008613333
1/1/2007,2:28:00,2.592,0.00864
1/1/2007,2:29:00,2.568,0.00856
1/1/2007,2:30:00,2.514,0.00838
1/1/2007,2:31:00,2.518,0.008393333
1/1/2007,2:32:00,2.518,0.008393333
1/1/2007,2:33:00,2.522,0.008406667
1/1/2007,2:34:00,2.532,0.00844
1/1/2007,2:35:00,2.542,0.008473333
1/1/2007,2:36:00,2.532,0.00844
1/1/2007,2:37:00,2.504,0.008346667
1/1/2007,2:38:00,2.498,0.008326667
1/1/2007,2:39:00,2.5,0.008333333
1/1/2007,2:40:00,2.57,0.008566667
1/1/2007,2:41:00,2.568,0.00856
1/1/2007,2:42:00,2.576,0.008586667
1/1/2007,2:43:00,2.574,0.00858
1/1/2007,2:44:00,2.614,0.008713333
1/1/2007,2:45:00,2.654,0.008846667
1/1/2007,2:46:00,2.67,0.0089
1/1/2007,2:47:00,2.666,0.008886667
1/1/2007,2:48:00,2.624,0.008746667
1/1/2007,2:49:00,2.58,0.0086
1/1/2007,2:50:00,2.586,0.00862
1/1/2007,2:51:00,2.592,0.00864
1/1/2007,2:52:00,2.588,0.008626667
1/1/2007,2:53:00,2.692,0.008973333
1/1/2007,2:54:00,2.696,0.008986667
1/1/2007,2:55:00,2.69,0.008966667
1/1/2007,2:56:00,2.694,0.00898
1/1/2007,2:57:00,2.68,0.008933333
1/1/2007,2:58:00,2.666,0.008886667
1/1/2007,2:59:00,2.654,0.008846667
1/1/2007,3:00:00,2.648,0.008826667
1/1/2007,3:01:00,2.666,0.008886667
1/1/2007,3:02:00,2.672,0.008906667
1/1/2007,3:03:00,2.67,0.0089
1/1/2007,3:04:00,2.672,0.008906667
1/1/2007,3:05:00,2.666,0.008886667
1/1/2007,3:06:00,2.662,0.008873333
1/1/2007,3:07:00,2.58,0.0086
1/1/2007,3:08:00,2.57,0.008566667
1/1/2007,3:09:00,2.57,0.008566667
1/1/2007,3:10:00,2.568,0.00856
1/1/2007,3:11:00,2.58,0.0086
1/1/2007,3:12:00,2.558,0.008526667
1/1/2007,3:13:00,2.522,0.008406667
1/1/2007,3:14:00,2.52,0.0084
1/1/2007,3:15:00,2.506,0.008353333
1/1/2007,3:16:00,2.532,0.00844
1/1/2007,3:17:00,2.55,0.0085
1/1/2007,3:18:00,2.54,0.008466667
1/1/2007,3:19:00,2.764,0.009213333
1/1/2007,3:20:00,2.7,0.009
1/1/2007,3:21:00,2.8,0.009333333
1/1/2007,3:22:00,2.54,0.008466667
1/1/2007,3:23:00,2.548,0.008493333
1/1/2007,3:24:00,2.554,0.008513333
1/1/2007,3:25:00,2.558,0.008526667
1/1/2007,3:26:00,2.542,0.008473333
1/1/2007,3:27:00,2.536,0.008453333
1/1/2007,3:28:00,2.534,0.008446667
1/1/2007,3:29:00,2.468,0.008226667
1/1/2007,3:30:00,2.522,0.008406667
1/1/2007,3:31:00,2.556,0.00852
1/1/2007,3:32:00,2.536,0.008453333
1/1/2007,3:33:00,2.532,0.00844
1/1/2007,3:34:00,2.536,0.008453333
1/1/2007,3:35:00,2.534,0.008446667
1/1/2007,3:36:00,2.538,0.00846
1/1/2007,3:37:00,2.538,0.00846
1/1/2007,3:38:00,2.54,0.008466667
1/1/2007,3:39:00,2.54,0.008466667
1/1/2007,3:40:00,2.546,0.008486667
1/1/2007,3:41:00,2.55,0.0085
1/1/2007,3:42:00,2.542,0.008473333
1/1/2007,3:43:00,2.544,0.00848
1/1/2007,3:44:00,2.466,0.00822
1/1/2007,3:45:00,2.45,0.008166667
1/1/2007,3:46:00,2.446,0.008153333
1/1/2007,3:47:00,2.456,0.008186667
1/1/2007,3:48:00,2.46,0.0082
1/1/2007,3:49:00,2.448,0.00816
1/1/2007,3:50:00,2.458,0.008193333
1/1/2007,3:51:00,2.456,0.008186667
1/1/2007,3:52:00,2.452,0.008173333
1/1/2007,3:53:00,2.448,0.00816
1/1/2007,3:54:00,2.45,0.008166667
1/1/2007,3:55:00,2.45,0.008166667
1/1/2007,3:56:00,2.456,0.008186667
1/1/2007,3:57:00,2.43,0.0081
1/1/2007,3:58:00,2.42,0.008066667
1/1/2007,3:59:00,2.404,0.008013333
1/1/2007,4:00:00,2.4,0.008
1/1/2007,4:01:00,2.416,0.008053333
1/1/2007,4:02:00,2.476,0.008253333
1/1/2007,4:03:00,2.474,0.008246667
1/1/2007,4:04:00,2.482,0.008273333
1/1/2007,4:05:00,2.484,0.00828
1/1/2007,4:06:00,2.474,0.008246667
1/1/2007,4:07:00,2.474,0.008246667
1/1/2007,4:08:00,2.58,0.0086
1/1/2007,4:09:00,2.574,0.00858
1/1/2007,4:10:00,2.518,0.008393333
1/1/2007,4:11:00,2.522,0.008406667
1/1/2007,4:12:00,2.498,0.008326667
1/1/2007,4:13:00,2.496,0.00832
1/1/2007,4:14:00,2.496,0.00832
1/1/2007,4:15:00,2.486,0.008286667
1/1/2007,4:16:00,2.488,0.008293333
1/1/2007,4:17:00,2.48,0.008266667
1/1/2007,4:18:00,2.488,0.008293333
1/1/2007,4:19:00,2.49,0.0083
1/1/2007,4:20:00,2.484,0.00828
1/1/2007,4:21:00,2.464,0.008213333
1/1/2007,4:22:00,2.398,0.007993333
1/1/2007,4:23:00,2.392,0.007973333
1/1/2007,4:24:00,2.406,0.00802
1/1/2007,4:25:00,2.398,0.007993333
1/1/2007,4:26:00,2.398,0.007993333
1/1/2007,4:27:00,2.398,0.007993333
1/1/2007,4:28:00,2.402,0.008006667
1/1/2007,4:29:00,2.406,0.00802
1/1/2007,4:30:00,2.412,0.00804
1/1/2007,4:31:00,2.42,0.008066667
1/1/2007,4:32:00,2.418,0.00806
1/1/2007,4:33:00,2.422,0.008073333
1/1/2007,4:34:00,2.418,0.00806
1/1/2007,4:35:00,2.416,0.008053333
1/1/2007,4:36:00,2.42,0.008066667
1/1/2007,4:37:00,2.424,0.00808
1/1/2007,4:38:00,2.43,0.0081
1/1/2007,4:39:00,2.434,0.008113333
1/1/2007,4:40:00,2.436,0.00812
1/1/2007,4:41:00,2.43,0.0081
1/1/2007,4:42:00,2.468,0.008226667
1/1/2007,4:43:00,2.516,0.008386667
1/1/2007,4:44:00,2.508,0.00836
1/1/2007,4:45:00,2.548,0.008493333
1/1/2007,4:46:00,2.6,0.008666667
1/1/2007,4:47:00,2.592,0.00864
1/1/2007,4:48:00,2.598,0.00866
1/1/2007,4:49:00,2.58,0.0086
1/1/2007,4:50:00,2.55,0.0085
1/1/2007,4:51:00,2.508,0.00836
1/1/2007,4:52:00,2.516,0.008386667
1/1/2007,4:53:00,2.512,0.008373333
1/1/2007,4:54:00,2.508,0.00836
1/1/2007,4:55:00,2.508,0.00836
1/1/2007,4:56:00,2.51,0.008366667
1/1/2007,4:57:00,2.516,0.008386667
1/1/2007,4:58:00,2.524,0.008413333
1/1/2007,4:59:00,2.46,0.0082
1/1/2007,5:00:00,2.436,0.00812
1/1/2007,5:01:00,2.434,0.008113333
1/1/2007,5:02:00,2.432,0.008106667
1/1/2007,5:03:00,2.442,0.00814
1/1/2007,5:04:00,2.442,0.00814
1/1/2007,5:05:00,2.418,0.00806
1/1/2007,5:06:00,2.428,0.008093333
1/1/2007,5:07:00,2.42,0.008066667
1/1/2007,5:08:00,2.426,0.008086667
1/1/2007,5:09:00,2.488,0.008293333
1/1/2007,5:10:00,2.508,0.00836
1/1/2007,5:11:00,2.52,0.0084
1/1/2007,5:12:00,2.524,0.008413333
1/1/2007,5:13:00,2.524,0.008413333
1/1/2007,5:14:00,2.524,0.008413333
1/1/2007,5:15:00,2.506,0.008353333
1/1/2007,5:16:00,2.496,0.00832
1/1/2007,5:17:00,2.482,0.008273333
1/1/2007,5:18:00,2.484,0.00828
1/1/2007,5:19:00,2.48,0.008266667
1/1/2007,5:20:00,2.496,0.00832
1/1/2007,5:21:00,2.488,0.008293333
1/1/2007,5:22:00,2.484,0.00828
1/1/2007,5:23:00,2.616,0.00872
1/1/2007,5:24:00,2.652,0.00884
1/1/2007,5:25:00,2.646,0.00882
1/1/2007,5:26:00,2.646,0.00882
1/1/2007,5:27:00,2.652,0.00884
1/1/2007,5:28:00,2.654,0.008846667
1/1/2007,5:29:00,2.65,0.008833333
1/1/2007,5:30:00,2.644,0.008813333
1/1/2007,5:31:00,2.646,0.00882
1/1/2007,5:32:00,2.572,0.008573333
1/1/2007,5:33:00,2.584,0.008613333
1/1/2007,5:34:00,2.58,0.0086
1/1/2007,5:35:00,2.564,0.008546667
1/1/2007,5:36:00,2.526,0.00842
1/1/2007,5:37:00,2.398,0.007993333
1/1/2007,5:38:00,2.376,0.00792
1/1/2007,5:39:00,2.38,0.007933333
1/1/2007,5:40:00,2.39,0.007966667
1/1/2007,5:41:00,2.392,0.007973333
1/1/2007,5:42:00,2.396,0.007986667
1/1/2007,5:43:00,2.416,0.008053333
1/1/2007,5:44:00,2.408,0.008026667
1/1/2007,5:45:00,2.4,0.008
1/1/2007,5:46:00,2.398,0.007993333
1/1/2007,5:47:00,2.396,0.007986667
1/1/2007,5:48:00,2.4,0.008
1/1/2007,5:49:00,2.422,0.008073333
1/1/2007,5:50:00,2.422,0.008073333
1/1/2007,5:51:00,2.416,0.008053333
1/1/2007,5:52:00,2.4,0.008
1/1/2007,5:53:00,2.392,0.007973333
1/1/2007,5:54:00,2.38,0.007933333
1/1/2007,5:55:00,2.372,0.007906667
1/1/2007,5:56:00,2.372,0.007906667
1/1/2007,5:57:00,2.364,0.00788
1/1/2007,5:58:00,2.38,0.007933333
1/1/2007,5:59:00,2.39,0.007966667
1/1/2007,6:00:00,2.46,0.0082
1/1/2007,6:01:00,2.502,0.00834
1/1/2007,6:02:00,2.496,0.00832
1/1/2007,6:03:00,2.49,0.0083
1/1/2007,6:04:00,2.482,0.008273333
1/1/2007,6:05:00,2.538,0.00846
1/1/2007,6:06:00,2.544,0.00848
1/1/2007,6:07:00,2.546,0.008486667
1/1/2007,6:08:00,2.55,0.0085
1/1/2007,6:09:00,2.548,0.008493333
1/1/2007,6:10:00,2.544,0.00848
1/1/2007,6:11:00,2.548,0.008493333
1/1/2007,6:12:00,2.546,0.008486667
1/1/2007,6:13:00,2.508,0.00836
1/1/2007,6:14:00,2.382,0.00794
1/1/2007,6:15:00,2.374,0.007913333
1/1/2007,6:16:00,2.378,0.007926667
1/1/2007,6:17:00,2.378,0.007926667
1/1/2007,6:18:00,2.392,0.007973333
1/1/2007,6:19:00,2.41,0.008033333
1/1/2007,6:20:00,2.404,0.008013333
1/1/2007,6:21:00,2.402,0.008006667
1/1/2007,6:22:00,2.4,0.008
1/1/2007,6:23:00,2.392,0.007973333
1/1/2007,6:24:00,2.394,0.00798
1/1/2007,6:25:00,2.378,0.007926667
1/1/2007,6:26:00,2.384,0.007946667
1/1/2007,6:27:00,2.388,0.00796
1/1/2007,6:28:00,2.392,0.007973333
1/1/2007,6:29:00,2.392,0.007973333
1/1/2007,6:30:00,2.402,0.008006667
1/1/2007,6:31:00,2.404,0.008013333
1/1/2007,6:32:00,2.406,0.00802
1/1/2007,6:33:00,2.4,0.008
1/1/2007,6:34:00,2.406,0.00802
1/1/2007,6:35:00,2.408,0.008026667
1/1/2007,6:36:00,2.392,0.007973333
1/1/2007,6:37:00,2.406,0.00802
1/1/2007,6:38:00,2.48,0.008266667
1/1/2007,6:39:00,2.474,0.008246667
1/1/2007,6:40:00,2.484,0.00828
1/1/2007,6:41:00,2.49,0.0083
1/1/2007,6:42:00,2.498,0.008326667
1/1/2007,6:43:00,2.502,0.00834
1/1/2007,6:44:00,2.51,0.008366667
1/1/2007,6:45:00,2.5,0.008333333
1/1/2007,6:46:00,2.492,0.008306667
1/1/2007,6:47:00,2.56,0.008533333
1/1/2007,6:48:00,2.538,0.00846
1/1/2007,6:49:00,2.534,0.008446667
1/1/2007,6:50:00,2.54,0.008466667
1/1/2007,6:51:00,2.516,0.008386667
1/1/2007,6:52:00,2.478,0.00826
1/1/2007,6:53:00,2.484,0.00828
1/1/2007,6:54:00,2.476,0.008253333
1/1/2007,6:55:00,2.444,0.008146667
1/1/2007,6:56:00,2.394,0.00798
1/1/2007,6:57:00,2.396,0.007986667
1/1/2007,6:58:00,2.396,0.007986667
1/1/2007,6:59:00,2.396,0.007986667
1/1/2007,7:00:00,2.396,0.007986667
1/1/2007,7:01:00,2.388,0.00796
1/1/2007,7:02:00,2.39,0.007966667
1/1/2007,7:03:00,2.386,0.007953333
1/1/2007,7:04:00,2.374,0.007913333
1/1/2007,7:05:00,2.362,0.007873333
1/1/2007,7:06:00,2.362,0.007873333
1/1/2007,7:07:00,2.376,0.00792
1/1/2007,7:08:00,2.362,0.007873333
1/1/2007,7:09:00,2.364,0.00788
1/1/2007,7:10:00,2.366,0.007886667
1/1/2007,7:11:00,2.36,0.007866667
1/1/2007,7:12:00,2.362,0.007873333
1/1/2007,7:13:00,2.368,0.007893333
1/1/2007,7:14:00,2.378,0.007926667
1/1/2007,7:15:00,2.488,0.008293333
1/1/2007,7:16:00,2.478,0.00826
1/1/2007,7:17:00,2.482,0.008273333
1/1/2007,7:18:00,2.476,0.008253333
1/1/2007,7:19:00,2.466,0.00822
1/1/2007,7:20:00,2.458,0.008193333
1/1/2007,7:21:00,2.464,0.008213333
1/1/2007,7:22:00,2.468,0.008226667
1/1/2007,7:23:00,2.47,0.008233333
1/1/2007,7:24:00,2.472,0.00824
1/1/2007,7:25:00,2.474,0.008246667
1/1/2007,7:26:00,2.46,0.0082
1/1/2007,7:27:00,2.444,0.008146667
1/1/2007,7:28:00,2.496,0.00832
1/1/2007,7:29:00,2.448,0.00816
1/1/2007,7:30:00,2.422,0.008073333
1/1/2007,7:31:00,2.43,0.0081
1/1/2007,7:32:00,2.432,0.008106667
1/1/2007,7:33:00,2.43,0.0081
1/1/2007,7:34:00,2.476,0.008253333
1/1/2007,7:35:00,2.502,0.00834
1/1/2007,7:36:00,2.508,0.00836
1/1/2007,7:37:00,2.468,0.008226667
1/1/2007,7:38:00,2.44,0.008133333
1/1/2007,7:39:00,2.442,0.00814
1/1/2007,7:40:00,2.45,0.008166667
1/1/2007,7:41:00,2.458,0.008193333
1/1/2007,7:42:00,2.468,0.008226667
1/1/2007,7:43:00,2.444,0.008146667
1/1/2007,7:44:00,2.444,0.008146667
1/1/2007,7:45:00,2.442,0.00814
1/1/2007,7:46:00,2.448,0.00816
1/1/2007,7:47:00,2.438,0.008126667
1/1/2007,7:48:00,2.432,0.008106667
1/1/2007,7:49:00,2.448,0.00816
1/1/2007,7:50:00,2.446,0.008153333
1/1/2007,7:51:00,2.45,0.008166667
1/1/2007,7:52:00,2.53,0.008433333
1/1/2007,7:53:00,2.554,0.008513333
1/1/2007,7:54:00,2.536,0.008453333
1/1/2007,7:55:00,2.538,0.00846
1/1/2007,7:56:00,2.536,0.008453333
1/1/2007,7:57:00,2.534,0.008446667
1/1/2007,7:58:00,2.522,0.008406667
1/1/2007,7:59:00,2.526,0.00842
1/1/2007,8:00:00,2.532,0.00844
1/1/2007,8:01:00,2.528,0.008426667
1/1/2007,8:02:00,2.51,0.008366667
1/1/2007,8:03:00,2.474,0.008246667
1/1/2007,8:04:00,2.462,0.008206667
1/1/2007,8:05:00,2.46,0.0082
1/1/2007,8:06:00,2.448,0.00816
1/1/2007,8:07:00,2.374,0.007913333
1/1/2007,8:08:00,2.38,0.007933333
1/1/2007,8:09:00,2.452,0.008173333
1/1/2007,8:10:00,2.454,0.00818
1/1/2007,8:11:00,2.448,0.00816
1/1/2007,8:12:00,2.45,0.008166667
1/1/2007,8:13:00,2.448,0.00816
1/1/2007,8:14:00,2.45,0.008166667
1/1/2007,8:15:00,2.456,0.008186667
1/1/2007,8:16:00,2.444,0.008146667
1/1/2007,8:17:00,2.438,0.008126667
1/1/2007,8:18:00,2.372,0.007906667
1/1/2007,8:19:00,2.366,0.007886667
1/1/2007,8:20:00,2.362,0.007873333
1/1/2007,8:21:00,2.364,0.00788
1/1/2007,8:22:00,2.376,0.00792
1/1/2007,8:23:00,2.394,0.00798
1/1/2007,8:24:00,2.392,0.007973333
1/1/2007,8:25:00,2.398,0.007993333
1/1/2007,8:26:00,2.4,0.008
1/1/2007,8:27:00,2.388,0.00796
1/1/2007,8:28:00,2.4,0.008
1/1/2007,8:29:00,2.422,0.008073333
1/1/2007,8:30:00,2.49,0.0083
1/1/2007,8:31:00,2.476,0.008253333
1/1/2007,8:32:00,2.48,0.008266667
1/1/2007,8:33:00,2.478,0.00826
1/1/2007,8:34:00,2.488,0.008293333
1/1/2007,8:35:00,2.484,0.00828
1/1/2007,8:36:00,2.492,0.008306667
1/1/2007,8:37:00,2.494,0.008313333
1/1/2007,8:38:00,2.484,0.00828
1/1/2007,8:39:00,2.472,0.00824
1/1/2007,8:40:00,2.466,0.00822
1/1/2007,8:41:00,2.47,0.008233333
1/1/2007,8:42:00,2.476,0.008253333
1/1/2007,8:43:00,2.482,0.008273333
1/1/2007,8:44:00,2.436,0.00812
1/1/2007,8:45:00,2.392,0.007973333
1/1/2007,8:46:00,2.388,0.00796
1/1/2007,8:47:00,2.388,0.00796
1/1/2007,8:48:00,2.394,0.00798
1/1/2007,8:49:00,2.472,0.00824
1/1/2007,8:50:00,2.474,0.008246667
1/1/2007,8:51:00,2.47,0.008233333
1/1/2007,8:52:00,2.454,0.00818
1/1/2007,8:53:00,2.458,0.008193333
1/1/2007,8:54:00,2.458,0.008193333
1/1/2007,8:55:00,2.45,0.008166667
1/1/2007,8:56:00,2.454,0.00818
1/1/2007,8:57:00,2.454,0.00818
1/1/2007,8:58:00,2.394,0.00798
1/1/2007,8:59:00,2.394,0.00798
1/1/2007,9:00:00,2.384,0.007946667
1/1/2007,9:01:00,2.37,0.0079
1/1/2007,9:02:00,2.368,0.007893333
1/1/2007,9:03:00,2.362,0.007873333
1/1/2007,9:04:00,2.364,0.00788
1/1/2007,9:05:00,2.362,0.007873333
1/1/2007,9:06:00,2.364,0.00788
1/1/2007,9:07:00,2.388,0.00796
1/1/2007,9:08:00,2.456,0.008186667
1/1/2007,9:09:00,2.444,0.008146667
1/1/2007,9:10:00,2.45,0.008166667
1/1/2007,9:11:00,2.46,0.0082
1/1/2007,9:12:00,2.468,0.008226667
1/1/2007,9:13:00,2.464,0.008213333
1/1/2007,9:14:00,2.464,0.008213333
1/1/2007,9:15:00,2.456,0.008186667
1/1/2007,9:16:00,2.44,0.008133333
1/1/2007,9:17:00,2.448,0.00816
1/1/2007,9:18:00,2.46,0.0082
1/1/2007,9:19:00,3.504,0.01168
1/1/2007,9:20:00,3.502,0.011673333
1/1/2007,9:21:00,3.498,0.01166
1/1/2007,9:22:00,3.406,0.011353333
1/1/2007,9:23:00,3.398,0.011326667
1/1/2007,9:24:00,3.38,0.011266667
1/1/2007,9:25:00,3.39,0.0113
1/1/2007,9:26:00,3.406,0.011353333
1/1/2007,9:27:00,3.442,0.011473333
1/1/2007,9:28:00,3.444,0.01148
1/1/2007,9:29:00,3.504,0.01168
1/1/2007,9:30:00,3.506,0.011686667
1/1/2007,9:31:00,3.5,0.011666667
1/1/2007,9:32:00,3.498,0.01166
1/1/2007,9:33:00,3.512,0.011706667
1/1/2007,9:34:00,3.514,0.011713333
1/1/2007,9:35:00,3.51,0.0117
1/1/2007,9:36:00,3.522,0.01174
1/1/2007,9:37:00,3.506,0.011686667
1/1/2007,9:38:00,3.434,0.011446667
1/1/2007,9:39:00,3.44,0.011466667
1/1/2007,9:40:00,3.442,0.011473333
1/1/2007,9:41:00,3.458,0.011526667
1/1/2007,9:42:00,3.456,0.01152
1/1/2007,9:43:00,3.452,0.011506667
1/1/2007,9:44:00,3.458,0.011526667
1/1/2007,9:45:00,3.5,0.011666667
1/1/2007,9:46:00,3.538,0.011793333
1/1/2007,9:47:00,3.54,0.0118
1/1/2007,9:48:00,3.526,0.011753333
1/1/2007,9:49:00,3.542,0.011806667
1/1/2007,9:50:00,3.558,0.01186
1/1/2007,9:51:00,3.542,0.011806667
1/1/2007,9:52:00,3.528,0.01176
1/1/2007,9:53:00,3.512,0.011706667
1/1/2007,9:54:00,3.502,0.011673333
1/1/2007,9:55:00,3.49,0.011633333
1/1/2007,9:56:00,3.486,0.01162
1/1/2007,9:57:00,3.468,0.01156
1/1/2007,9:58:00,3.482,0.011606667
1/1/2007,9:59:00,3.5,0.011666667
1/1/2007,10:00:00,3.48,0.0116
1/1/2007,10:01:00,3.498,0.01166
1/1/2007,10:02:00,3.504,0.01168
1/1/2007,10:03:00,3.5,0.011666667
1/1/2007,10:04:00,3.484,0.011613333
1/1/2007,10:05:00,3.474,0.01158
1/1/2007,10:06:00,3.482,0.011606667
1/1/2007,10:07:00,3.478,0.011593333
1/1/2007,10:08:00,2.916,0.00972
1/1/2007,10:09:00,2.498,0.008326667
1/1/2007,10:10:00,2.51,0.008366667
1/1/2007,10:11:00,2.506,0.008353333
1/1/2007,10:12:00,2.482,0.008273333
1/1/2007,10:13:00,2.5,0.008333333
1/1/2007,10:14:00,2.484,0.00828
1/1/2007,10:15:00,2.47,0.008233333
1/1/2007,10:16:00,2.442,0.00814
