Date,Time,
1/1/2007,3:17:00,0.007677871
1/1/2007,3:18:00,0.007609343
1/1/2007,3:19:00,0.008616387
1/1/2007,3:20:00,0.008041096
1/1/2007,3:21:00,0.008994414
1/1/2007,3:22:00,0.007989555
1/1/2007,3:23:00,0.007505025
1/1/2007,3:24:00,0.00808792
1/1/2007,3:25:00,0.007791593
1/1/2007,3:26:00,0.008024693
1/1/2007,3:27:00,0.007598468
1/1/2007,3:28:00,0.007523791
1/1/2007,3:29:00,0.007397203
1/1/2007,3:30:00,0.008267419
1/1/2007,3:31:00,0.007914472
1/1/2007,3:32:00,0.008271521
1/1/2007,3:33:00,0.008404509
1/1/2007,3:34:00,0.00797948
1/1/2007,3:35:00,0.007503537
1/1/2007,3:36:00,0.008051401
1/1/2007,3:37:00,0.007495321
1/1/2007,3:38:00,0.007827448
1/1/2007,3:39:00,0.008004977
1/1/2007,3:40:00,0.00765819
1/1/2007,3:41:00,0.007526226
1/1/2007,3:42:00,0.008092459
1/1/2007,3:43:00,0.008399903
1/1/2007,3:44:00,0.007387387
1/1/2007,3:45:00,0.008018942
1/1/2007,3:46:00,0.007445049
1/1/2007,3:47:00,0.007505242
1/1/2007,3:48:00,0.007642932
1/1/2007,3:49:00,0.008002636
1/1/2007,3:50:00,0.007746919
1/1/2007,3:51:00,0.00759639
1/1/2007,3:52:00,0.007512755
1/1/2007,3:53:00,0.007734554
1/1/2007,3:54:00,0.007584146
1/1/2007,3:55:00,0.008054057
1/1/2007,3:56:00,0.007533228
1/1/2007,3:57:00,0.008041866
1/1/2007,3:58:00,0.007161279
1/1/2007,3:59:00,0.007537258
1/1/2007,4:00:00,0.007599569
1/1/2007,4:01:00,0.007246748
1/1/2007,4:02:00,0.00756942
1/1/2007,4:03:00,0.007314727
1/1/2007,4:04:00,0.007503175
1/1/2007,4:05:00,0.007619921
1/1/2007,4:06:00,0.007877479
1/1/2007,4:07:00,0.007296623
1/1/2007,4:08:00,0.007877971
1/1/2007,4:09:00,0.007842125
1/1/2007,4:10:00,0.007587652
1/1/2007,4:11:00,0.008159945
1/1/2007,4:12:00,0.007451314
1/1/2007,4:13:00,0.008132831
1/1/2007,4:14:00,0.007466223
1/1/2007,4:15:00,0.007389961
1/1/2007,4:16:00,0.007661396
1/1/2007,4:17:00,0.007748534
1/1/2007,4:18:00,0.008107388
1/1/2007,4:19:00,0.008263219
1/1/2007,4:20:00,0.007991336
1/1/2007,4:21:00,0.007665053
1/1/2007,4:22:00,0.007477923
1/1/2007,4:23:00,0.007323656
1/1/2007,4:24:00,0.007447006
1/1/2007,4:25:00,0.007042095
1/1/2007,4:26:00,0.007495147
1/1/2007,4:27:00,0.007891719
1/1/2007,4:28:00,0.007030122
1/1/2007,4:29:00,0.007567956
1/1/2007,4:30:00,0.007185203
1/1/2007,4:31:00,0.007385255
1/1/2007,4:32:00,0.007251706
1/1/2007,4:33:00,0.007569324
1/1/2007,4:34:00,0.007790528
1/1/2007,4:35:00,0.007741121
1/1/2007,4:36:00,0.007545018
1/1/2007,4:37:00,0.008015581
1/1/2007,4:38:00,0.007678078
1/1/2007,4:39:00,0.008102429
1/1/2007,4:40:00,0.00804227
1/1/2007,4:41:00,0.007628427
1/1/2007,4:42:00,0.00779101
1/1/2007,4:43:00,0.008114916
1/1/2007,4:44:00,0.007924921
1/1/2007,4:45:00,0.008291102
1/1/2007,4:46:00,0.008246366
1/1/2007,4:47:00,0.007794232
1/1/2007,4:48:00,0.008636954
1/1/2007,4:49:00,0.008085625
1/1/2007,4:50:00,0.007790348
1/1/2007,4:51:00,0.007793747
1/1/2007,4:52:00,0.007784307
1/1/2007,4:53:00,0.007671703
1/1/2007,4:54:00,0.008180446
1/1/2007,4:55:00,0.008065421
1/1/2007,4:56:00,0.007885407
1/1/2007,4:57:00,0.007453136
1/1/2007,4:58:00,0.007926495
1/1/2007,4:59:00,0.007347629
1/1/2007,5:00:00,0.007904316
1/1/2007,5:01:00,0.00731822
1/1/2007,5:02:00,0.008013328
1/1/2007,5:03:00,0.008021603
1/1/2007,5:04:00,0.007379675
1/1/2007,5:05:00,0.007850218
1/1/2007,5:06:00,0.00717645
1/1/2007,5:07:00,0.007135187
1/1/2007,5:08:00,0.007406551
1/1/2007,5:09:00,0.008258435
1/1/2007,5:10:00,0.00805222
1/1/2007,5:11:00,0.008392934
1/1/2007,5:12:00,0.008338344
1/1/2007,5:13:00,0.008164424
1/1/2007,5:14:00,0.007634307
1/1/2007,5:15:00,0.00823592
1/1/2007,5:16:00,0.00761711
1/1/2007,5:17:00,0.007704445
1/1/2007,5:18:00,0.0076984
1/1/2007,5:19:00,0.007569088
1/1/2007,5:20:00,0.007421146
1/1/2007,5:21:00,0.007488964
1/1/2007,5:22:00,0.007805894
1/1/2007,5:23:00,0.008010378
1/1/2007,5:24:00,0.008312436
1/1/2007,5:25:00,0.008606628
1/1/2007,5:26:00,0.008285599
1/1/2007,5:27:00,0.00876406
1/1/2007,5:28:00,0.008724746
1/1/2007,5:29:00,0.008294133
1/1/2007,5:30:00,0.008520802
1/1/2007,5:31:00,0.007888162
1/1/2007,5:32:00,0.008198766
1/1/2007,5:33:00,0.008560555
1/1/2007,5:34:00,0.007951268
1/1/2007,5:35:00,0.007706532
1/1/2007,5:36:00,0.008189788
1/1/2007,5:37:00,0.007324685
1/1/2007,5:38:00,0.007831775
1/1/2007,5:39:00,0.007135882
1/1/2007,5:40:00,0.007932403
1/1/2007,5:41:00,0.007495434
1/1/2007,5:42:00,0.00753565
1/1/2007,5:43:00,0.007326207
1/1/2007,5:44:00,0.007424879
1/1/2007,5:45:00,0.007818501
1/1/2007,5:46:00,0.007013257
1/1/2007,5:47:00,0.007666942
1/1/2007,5:48:00,0.007266222
1/1/2007,5:49:00,0.007995935
1/1/2007,5:50:00,0.007202315
1/1/2007,5:51:00,0.007414571
1/1/2007,5:52:00,0.007000116
1/1/2007,5:53:00,0.007912581
1/1/2007,5:54:00,0.007112675
1/1/2007,5:55:00,0.007895567
1/1/2007,5:56:00,0.006990896
1/1/2007,5:57:00,0.006915883
1/1/2007,5:58:00,0.007673975
1/1/2007,5:59:00,0.007832062
1/1/2007,6:00:00,0.007799509
1/1/2007,6:01:00,0.007388396
1/1/2007,6:02:00,0.00816937
1/1/2007,6:03:00,0.007368473
1/1/2007,6:04:00,0.008068175
1/1/2007,6:05:00,0.007992063
1/1/2007,6:06:00,0.008041345
1/1/2007,6:07:00,0.007548034
1/1/2007,6:08:00,0.007711889
1/1/2007,6:09:00,0.00773186
1/1/2007,6:10:00,0.008183425
1/1/2007,6:11:00,0.007495664
1/1/2007,6:12:00,0.008420157
1/1/2007,6:13:00,0.007662127
1/1/2007,6:14:00,0.00745672
1/1/2007,6:15:00,0.00731448
1/1/2007,6:16:00,0.007015024
1/1/2007,6:17:00,0.007815938
1/1/2007,6:18:00,0.007075511
1/1/2007,6:19:00,0.007092396
1/1/2007,6:20:00,0.007557738
1/1/2007,6:21:00,0.007705127
1/1/2007,6:22:00,0.007803076
1/1/2007,6:23:00,0.007269382
1/1/2007,6:24:00,0.007708065
1/1/2007,6:25:00,0.007712378
1/1/2007,6:26:00,0.007803638
1/1/2007,6:27:00,0.007670046
1/1/2007,6:28:00,0.007925819
1/1/2007,6:29:00,0.007010663
1/1/2007,6:30:00,0.007899767
1/1/2007,6:31:00,0.007394264
1/1/2007,6:32:00,0.008013048
1/1/2007,6:33:00,0.007090522
1/1/2007,6:34:00,0.007794881
1/1/2007,6:35:00,0.007605283
1/1/2007,6:36:00,0.007857941
1/1/2007,6:37:00,0.007684568
1/1/2007,6:38:00,0.007835844
1/1/2007,6:39:00,0.008224131
1/1/2007,6:40:00,0.007645745
1/1/2007,6:41:00,0.007342146
1/1/2007,6:42:00,0.00745622
1/1/2007,6:43:00,0.008087841
1/1/2007,6:44:00,0.007909727
1/1/2007,6:45:00,0.007861514
1/1/2007,6:46:00,0.008047067
1/1/2007,6:47:00,0.007922777
1/1/2007,6:48:00,0.008335748
1/1/2007,6:49:00,0.008350703
1/1/2007,6:50:00,0.007558905
1/1/2007,6:51:00,0.007809683
1/1/2007,6:52:00,0.008182134
1/1/2007,6:53:00,0.007563284
1/1/2007,6:54:00,0.007436369
1/1/2007,6:55:00,0.007730067
1/1/2007,6:56:00,0.007853132
1/1/2007,6:57:00,0.007889904
1/1/2007,6:58:00,0.007362784
1/1/2007,6:59:00,0.007285095
1/1/2007,7:00:00,0.007100266
1/1/2007,7:01:00,0.007652924
1/1/2007,7:02:00,0.007429177
1/1/2007,7:03:00,0.007645894
1/1/2007,7:04:00,0.007849967
1/1/2007,7:05:00,0.007122026
1/1/2007,7:06:00,0.007711146
1/1/2007,7:07:00,0.007897577
1/1/2007,7:08:00,0.007774797
1/1/2007,7:09:00,0.006995752
1/1/2007,7:10:00,0.006985175
1/1/2007,7:11:00,0.007130299
1/1/2007,7:12:00,0.00773604
1/1/2007,7:13:00,0.007427386
1/1/2007,7:14:00,0.007059262
1/1/2007,7:15:00,0.007430258
1/1/2007,7:16:00,0.007508041
1/1/2007,7:17:00,0.007866223
1/1/2007,7:18:00,0.007537611
1/1/2007,7:19:00,0.007897812
1/1/2007,7:20:00,0.0078854
1/1/2007,7:21:00,0.008188866
1/1/2007,7:22:00,0.007271999
1/1/2007,7:23:00,0.007466924
1/1/2007,7:24:00,0.008112664
1/1/2007,7:25:00,0.007701718
1/1/2007,7:26:00,0.00750686
1/1/2007,7:27:00,0.007954456
1/1/2007,7:28:00,0.008247154
1/1/2007,7:29:00,0.007981177
1/1/2007,7:30:00,0.007513648
1/1/2007,7:31:00,0.007229767
1/1/2007,7:32:00,0.007586952
1/1/2007,7:33:00,0.007740433
1/1/2007,7:34:00,0.008181749
1/1/2007,7:35:00,0.008073009
1/1/2007,7:36:00,0.008135478
1/1/2007,7:37:00,0.007547689
1/1/2007,7:38:00,0.007947536
1/1/2007,7:39:00,0.008083978
1/1/2007,7:40:00,0.007308932
1/1/2007,7:41:00,0.008006678
1/1/2007,7:42:00,0.007997642
1/1/2007,7:43:00,0.008017451
1/1/2007,7:44:00,0.007966799
1/1/2007,7:45:00,0.007775083
1/1/2007,7:46:00,0.007586749
1/1/2007,7:47:00,0.008016887
1/1/2007,7:48:00,0.007214982
1/1/2007,7:49:00,0.00754445
1/1/2007,7:50:00,0.007673671
1/1/2007,7:51:00,0.007675218
1/1/2007,7:52:00,0.007958395
1/1/2007,7:53:00,0.008232959
1/1/2007,7:54:00,0.007884365
1/1/2007,7:55:00,0.00799434
1/1/2007,7:56:00,0.008246358
1/1/2007,7:57:00,0.007947033
1/1/2007,7:58:00,0.007713978
1/1/2007,7:59:00,0.007699412
1/1/2007,8:00:00,0.007998508
1/1/2007,8:01:00,0.007774099
1/1/2007,8:02:00,0.007589415
1/1/2007,8:03:00,0.007515155
1/1/2007,8:04:00,0.00794843
1/1/2007,8:05:00,0.007812798
1/1/2007,8:06:00,0.007647803
1/1/2007,8:07:00,0.007056562
1/1/2007,8:08:00,0.007100176
1/1/2007,8:09:00,0.007660121
1/1/2007,8:10:00,0.007933384
1/1/2007,8:11:00,0.00783917
1/1/2007,8:12:00,0.007696499
1/1/2007,8:13:00,0.007550117
1/1/2007,8:14:00,0.007951475
1/1/2007,8:15:00,0.007653712
1/1/2007,8:16:00,0.007523893
1/1/2007,8:17:00,0.007416793
1/1/2007,8:18:00,0.007116587
1/1/2007,8:19:00,0.00773675
1/1/2007,8:20:00,0.007098379
1/1/2007,8:21:00,0.007056141
1/1/2007,8:22:00,0.007658748
1/1/2007,8:23:00,0.007769241
1/1/2007,8:24:00,0.00733746
1/1/2007,8:25:00,0.007090901
1/1/2007,8:26:00,0.007356169
1/1/2007,8:27:00,0.007372842
1/1/2007,8:28:00,0.007066627
1/1/2007,8:29:00,0.007483925
1/1/2007,8:30:00,0.00762257
1/1/2007,8:31:00,0.007866372
1/1/2007,8:32:00,0.007367279
1/1/2007,8:33:00,0.007358684
1/1/2007,8:34:00,0.00777332
1/1/2007,8:35:00,0.007957997
1/1/2007,8:36:00,0.007709955
1/1/2007,8:37:00,0.007488785
1/1/2007,8:38:00,0.007551009
1/1/2007,8:39:00,0.00793808
1/1/2007,8:40:00,0.00744792
1/1/2007,8:41:00,0.007339026
1/1/2007,8:42:00,0.008157188
1/1/2007,8:43:00,0.007896767
1/1/2007,8:44:00,0.0076251
1/1/2007,8:45:00,0.007085228
1/1/2007,8:46:00,0.007136927
1/1/2007,8:47:00,0.007246861
1/1/2007,8:48:00,0.007721023
1/1/2007,8:49:00,0.00823858
1/1/2007,8:50:00,0.007354351
1/1/2007,8:51:00,0.007687919
1/1/2007,8:52:00,0.007912904
1/1/2007,8:53:00,0.007983022
1/1/2007,8:54:00,0.007693794
1/1/2007,8:55:00,0.007564898
1/1/2007,8:56:00,0.007705182
1/1/2007,8:57:00,0.00752816
1/1/2007,8:58:00,0.00793154
1/1/2007,8:59:00,0.00707426
1/1/2007,9:00:00,0.007840434
1/1/2007,9:01:00,0.007367684
1/1/2007,9:02:00,0.00711267
1/1/2007,9:03:00,0.007384079
1/1/2007,9:04:00,0.00714123
1/1/2007,9:05:00,0.00761649
1/1/2007,9:06:00,0.007309402
1/1/2007,9:07:00,0.007129568
1/1/2007,9:08:00,0.008082675
1/1/2007,9:09:00,0.007882104
1/1/2007,9:10:00,0.008158802
1/1/2007,9:11:00,0.00756268
1/1/2007,9:12:00,0.007823417
1/1/2007,9:13:00,0.008184802
1/1/2007,9:14:00,0.007470601
1/1/2007,9:15:00,0.007565101
1/1/2007,9:16:00,0.007182445
1/1/2007,9:17:00,0.007608494
1/1/2007,9:18:00,0.007497879
1/1/2007,9:19:00,0.011094299
1/1/2007,9:20:00,0.011006852
1/1/2007,9:21:00,0.010794598
1/1/2007,9:22:00,0.010947903
1/1/2007,9:23:00,0.010502886
1/1/2007,9:24:00,0.011056922
1/1/2007,9:25:00,0.010981458
1/1/2007,9:26:00,0.011292454
1/1/2007,9:27:00,0.011175505
1/1/2007,9:28:00,0.011438209
1/1/2007,9:29:00,0.011358744
1/1/2007,9:30:00,0.011496012
1/1/2007,9:31:00,0.011136852
1/1/2007,9:32:00,0.01135299
1/1/2007,9:33:00,0.010734989
1/1/2007,9:34:00,0.011081175
1/1/2007,9:35:00,0.010776667
1/1/2007,9:36:00,0.011296932
1/1/2007,9:37:00,0.010795916
1/1/2007,9:38:00,0.011079563
1/1/2007,9:39:00,0.011001601
1/1/2007,9:40:00,0.010799786
1/1/2007,9:41:00,0.010629845
1/1/2007,9:42:00,0.010702509
1/1/2007,9:43:00,0.011355408
1/1/2007,9:44:00,0.010879011
1/1/2007,9:45:00,0.01074316
1/1/2007,9:46:00,0.01177234
1/1/2007,9:47:00,0.011571655
1/1/2007,9:48:00,0.011693191
1/1/2007,9:49:00,0.011708395
1/1/2007,9:50:00,0.01123907
1/1/2007,9:51:00,0.01122825
1/1/2007,9:52:00,0.010916219
1/1/2007,9:53:00,0.010963917
1/1/2007,9:54:00,0.011534203
1/1/2007,9:55:00,0.011164475
1/1/2007,9:56:00,0.011242629
1/1/2007,9:57:00,0.01152746
1/1/2007,9:58:00,0.011168324
1/1/2007,9:59:00,0.011202556
1/1/2007,10:00:00,0.011038183
1/1/2007,10:01:00,0.01164251
1/1/2007,10:02:00,0.010794501
1/1/2007,10:03:00,0.011639794
1/1/2007,10:04:00,0.011194319
1/1/2007,10:05:00,0.011510587
1/1/2007,10:06:00,0.01101322
1/1/2007,10:07:00,0.011245434
1/1/2007,10:08:00,0.009664119
1/1/2007,10:09:00,0.007943183
1/1/2007,10:10:00,0.007705281
1/1/2007,10:11:00,0.00784758
1/1/2007,10:12:00,0.007732018
1/1/2007,10:13:00,0.007762739
1/1/2007,10:14:00,0.007732894
1/1/2007,10:15:00,0.008027087
1/1/2007,10:16:00,0.007965646
1/1/2007,10:17:00,0.008019596
1/1/2007,10:18:00,0.00844464
1/1/2007,10:19:00,0.006928597
1/1/2007,10:20:00,0.007256204
1/1/2007,10:21:00,0.007106649
1/1/2007,10:22:00,0.006979337
1/1/2007,10:23:00,0.007819496
1/1/2007,10:24:00,0.007124077
1/1/2007,10:25:00,0.007239408
1/1/2007,10:26:00,0.008049312
1/1/2007,10:27:00,0.007569107
1/1/2007,10:28:00,0.007707967
1/1/2007,10:29:00,0.008219956
1/1/2007,10:30:00,0.008536516
1/1/2007,10:31:00,0.008398843
1/1/2007,10:32:00,0.007968329
1/1/2007,10:33:00,0.008525764
1/1/2007,10:34:00,0.008172753
1/1/2007,10:35:00,0.007862586
1/1/2007,10:36:00,0.008001974
1/1/2007,10:37:00,0.008013441
1/1/2007,10:38:00,0.008432677
1/1/2007,10:39:00,0.008183232
1/1/2007,10:40:00,0.007895268
1/1/2007,10:41:00,0.007764726
1/1/2007,10:42:00,0.008333034
1/1/2007,10:43:00,0.007873427
1/1/2007,10:44:00,0.007688397
1/1/2007,10:45:00,0.007990942
1/1/2007,10:46:00,0.00851456
1/1/2007,10:47:00,0.007875838
1/1/2007,10:48:00,0.008331798
1/1/2007,10:49:00,0.008296077
1/1/2007,10:50:00,0.00825601
1/1/2007,10:51:00,0.008127117
1/1/2007,10:52:00,0.007720549
1/1/2007,10:53:00,0.007778802
1/1/2007,10:54:00,0.008110311
1/1/2007,10:55:00,0.007592988
1/1/2007,10:56:00,0.007817407
1/1/2007,10:57:00,0.008186433
1/1/2007,10:58:00,0.008203314
1/1/2007,10:59:00,0.007531796
1/1/2007,11:00:00,0.008321063
1/1/2007,11:01:00,0.00800709
1/1/2007,11:02:00,0.008294947
1/1/2007,11:03:00,0.008165046
1/1/2007,11:04:00,0.008042763
1/1/2007,11:05:00,0.008084791
1/1/2007,11:06:00,0.008370597
1/1/2007,11:07:00,0.008076646
1/1/2007,11:08:00,0.008227726
1/1/2007,11:09:00,0.008019959
1/1/2007,11:10:00,0.008676145
1/1/2007,11:11:00,0.008162317
1/1/2007,11:12:00,0.007806775
1/1/2007,11:13:00,0.008419252
1/1/2007,11:14:00,0.008528087
1/1/2007,11:15:00,0.007990375
1/1/2007,11:16:00,0.008347155
1/1/2007,11:17:00,0.007487598
1/1/2007,11:18:00,0.008293132
1/1/2007,11:19:00,0.008022985
1/1/2007,11:20:00,0.007523692
1/1/2007,11:21:00,0.007650416
1/1/2007,11:22:00,0.008310888
1/1/2007,11:23:00,0.007664127
1/1/2007,11:24:00,0.007899736
1/1/2007,11:25:00,0.008351297
1/1/2007,11:26:00,0.007705515
1/1/2007,11:27:00,0.007989925
1/1/2007,11:28:00,0.007933964
1/1/2007,11:29:00,0.007769215
1/1/2007,11:30:00,0.007688235
1/1/2007,11:31:00,0.008570099
1/1/2007,11:32:00,0.008392228
1/1/2007,11:33:00,0.008017273
1/1/2007,11:34:00,0.008452172
1/1/2007,11:35:00,0.008146091
1/1/2007,11:36:00,0.007899309
1/1/2007,11:37:00,0.007790428
1/1/2007,11:38:00,0.007476547
1/1/2007,11:39:00,0.008313857
1/1/2007,11:40:00,0.007899987
1/1/2007,11:41:00,0.008638241
1/1/2007,11:42:00,0.008563353
1/1/2007,11:43:00,0.008471932
1/1/2007,11:44:00,0.008523948
1/1/2007,11:45:00,0.008448638
1/1/2007,11:46:00,0.008429911
1/1/2007,11:47:00,0.008573632
1/1/2007,11:48:00,0.008227505
1/1/2007,11:49:00,0.008541655
1/1/2007,11:50:00,0.008559116
1/1/2007,11:51:00,0.00827069
1/1/2007,11:52:00,0.008398788
1/1/2007,11:53:00,0.008490614
1/1/2007,11:54:00,0.008044623
1/1/2007,11:55:00,0.008211574
1/1/2007,11:56:00,0.00774606
1/1/2007,11:57:00,0.008332758
1/1/2007,11:58:00,0.008108616
1/1/2007,11:59:00,0.007838178
1/1/2007,12:00:00,0.007380838
1/1/2007,12:01:00,0.007935196
1/1/2007,12:02:00,0.007810345
1/1/2007,12:03:00,0.007933326
1/1/2007,12:04:00,0.007666633
1/1/2007,12:05:00,0.008361461
1/1/2007,12:06:00,0.00836608
1/1/2007,12:07:00,0.008088416
1/1/2007,12:08:00,0.00845637
1/1/2007,12:09:00,0.007586504
1/1/2007,12:10:00,0.007697825
1/1/2007,12:11:00,0.007528592
1/1/2007,12:12:00,0.007841593
1/1/2007,12:13:00,0.008150265
1/1/2007,12:14:00,0.007284298
1/1/2007,12:15:00,0.007522471
